sponge	cluster	nseqs	size (bp)	N90	N50	N10	length_weighted_gc	min_GC	max_GC	std_GC	length_weighted_coverage	min_coverage	max_coverage	std_coverage	total_orf_count	min_mean_orf_length	max_mean_orf_length	std_mean_orf_length	completeness	purity	num_total_markers	num_unique_markers (expected 139)	num_single_copy_markers
FL2014_3	bin_0016	147	725115	3576	4970	8237	69.07194031291588	66.40464798359535	72.46708643388665	1.2588452074133003	0.13136577714431505	0.085901	0.286356	0.034505982905564336	809	154.75	677.0	75.99078639990641	36.69064748201439	98.0392156862745	52.0	51	50
FL2014_3	bin_0017	204	808345	2575	4268	7137	64.33094780075339	61.148788927335644	69.29544795592925	1.5126056776739158	0.1087953003766956	0.078563	0.150114	0.012115888055608069	797	127.0	792.0	87.9637504687762	24.46043165467626	100.0	34.0	34	34
FL2014_3	bin_0018	183	873333	3221	5161	8391	64.83013924814476	61.09042872583164	70.46880767811001	1.7200465844797574	0.11090406186872591	0.072385	0.157774	0.014166405825164076	958	151.5	697.0	80.9060211300938	27.33812949640288	97.36842105263158	39.0	38	37
FL2014_3	bin_0019	171	482437	1770	2981	5798	61.220428781374565	57.040773434216064	65.30927835051547	1.5526904726498956	0.10460496410308495	0.07345700000000001	0.18254	0.015398853128259372	586	86.5	735.0	99.06621051848333	20.863309352517987	100.0	29.0	29	29
FL2014_3	bin_0020	168	726369	2963	4579	7394	66.25406645933406	63.1155367616969	70.17101205494814	1.1758299549357667	0.1110390200683124	0.085441	0.145271	0.011747261040905697	793	139.0	1039.0	96.92479675266972	25.179856115107913	100.0	35.0	35	35
FL2014_3	bin_0021	712	1363578	1015	2079	3815	59.666627064971706	54.60122699386503	66.2676822633297	2.000036856783133	0.09874724221496681	0.04666	0.372951	0.027402334544321567	1884	62.0	1185.0	122.39332583808775	44.60431654676259	96.7741935483871	64.0	62	60
FL2014_3	bin_0022	381	4014308	4347	17975	42170	63.50646238405225	58.234493486292045	69.44266495836003	1.5765877703334896	0.24195893168785254	0.083677	0.450916	0.052586504532721776	3957	96.83333333333331	877.0	85.80257912143037	97.84172661870504	98.52941176470588	138.0	136	134
FL2014_3	bin_0023	263	3971266	7233	21582	48016	64.65222928909824	59.566717048405216	68.71774736369755	1.3798660703820533	0.19986080837773146	0.118477	0.424364	0.025367024247614375	3517	150.33333333333334	742.0	90.97716557697778	97.84172661870504	97.79411764705883	139.0	136	133
FL2014_3	bin_0024	147	1177640	5483	8148	16830	68.1806834006997	65.85391598057842	74.68444192313146	1.3129831193711559	0.17723179198736455	0.124913	0.231943	0.01923616049135255	1186	141.0769230769231	527.6666666666666	72.952428790258	26.618705035971225	100.0	37.0	37	37
FL2014_3	bin_0025	116	4285317	19415	45017	92222	69.56920573203803	67.58042681955726	71.6274341127708	0.8279320841276013	0.27208960212628375	0.143202	0.382478	0.05835949217898924	3726	233.45	622.8333333333334	67.50584270398183	87.76978417266187	93.44262295081968	131.0	122	114
FL2014_3	bin_0026	441	5626948	5747	17985	55641	67.71590922823528	63.20317670416943	73.98151318041765	1.6582765864122901	0.5193119813609438	0.083225	0.956098	0.17449526493264125	5718	98.2	1297.0	115.34283023753845	97.84172661870504	94.85294117647058	143.0	136	129
FL2014_3	bin_0027	261	1952384	4080	8227	32419	66.3336720645119	61.59313725490196	70.81102860760952	1.8759980571917316	0.2514557956949043	0.073495	0.81393	0.10338128443913151	1965	116.66666666666669	1875.0	194.70789104790126	28.05755395683453	100.0	39.0	39	39
FL2014_3	bin_0028	309	2345958	4381	8223	21149	61.846588898863494	58.735637618799935	65.57601880877743	1.2958119386935272	0.1483238561713381	0.10546300000000004	0.33516	0.024779457133127594	2051	114.05263157894736	1083.0	120.8082177792734	49.64028776978417	100.0	69.0	69	69
FL2014_3	bin_0029	231	1038031	2611	5053	11246	59.87826953144945	57.049847405900316	64.72491909385114	1.4974173339239678	0.13963790907593318	0.053952	0.298862	0.02590044449555682	1016	140.4	929.0	115.33328718595284	22.302158273381295	100.0	31.0	31	31
FL2014_3	bin_0030	281	1046794	2307	3497	16699	60.23496504565368	55.766129032258064	65.92977893368011	1.9068342397926077	0.1741081312330793	0.063864	0.388457	0.06539712413172873	1246	88.66666666666669	1432.0	156.1531274241989	24.46043165467626	100.0	34.0	34	34
FL2014_3	bin_0031	420	3071987	3566	9627	21971	67.91763767229483	64.19710741439432	74.29537767756483	1.8233616703889324	0.32560430581867694	0.087203	0.7857390000000001	0.06745401345286242	3216	111.625	1253.0	95.24026850842971	90.64748201438849	99.20634920634922	128.0	126	125
FL2014_3	bin_0032	142	2464704	8257	28692	86318	60.8641443353847	54.17536534446764	68.15897670169025	3.131685531398714	0.2409620493454792	0.13983199999999998	0.531087	0.04078525462504479	2315	130.16666666666666	830.0	79.21597473707534	97.84172661870504	100.0	136.0	136	136
FL2014_3	bin_0033	298	2518699	4163	11605	31394	58.27540329352575	54.01202404809619	65.1938140188793	2.0491752355197828	0.8705542498992536	0.098707	1.384074	0.24715675080442792	2410	145.0	1445.0	129.7642845506262	41.726618705035975	98.27586206896551	59.0	58	57
FL2014_3	bin_0034	169	423862	1591	2511	13877	57.686463990638465	53.63039586234335	63.17567567567568	1.8350454779258087	0.2928589390060916	0.07200000000000001	0.8619540000000001	0.20653522864638224	537	105.0	778.0	120.88966030346388	27.33812949640288	100.0	38.0	38	38
FL2014_3	bin_0035	557	5049674	3582	16154	39773	47.98893948401421	42.45472837022133	52.03908241291419	1.6058683414335437	0.22775616334282173	0.080786	0.610637	0.07654199973435834	4747	94.5	1076.0	141.525510015746	89.92805755395683	96.0	133.0	125	120
FL2014_3	bin_0036	778	5101909	3220	8797	21943	41.24901090944586	33.969930922389274	47.008793426553275	1.8131842733883494	0.14982336532070642	0.035252	0.407388	0.025492141753861795	4907	61.5	1322.0	144.020788337497	87.76978417266187	95.90163934426229	128.0	122	117
FL2014_3	bin_0037	529	1130453	1570	2169	3242	69.75752198454956	64.48215330602693	76.67525773195877	2.10775554765909	0.10006044184676408	0.038189	0.579784	0.06263463497535812	1409	72.33333333333333	918.0	122.58038117847933	21.58273381294964	93.33333333333333	32.0	30	28
FL2014_3	bin_0038	117	6099160	24614	68964	165190	67.77995658418537	64.1120629775411	70.19127558112935	1.127884512847018	0.8978420637132	0.149641	1.414274	0.32257210094773764	5536	215.1818181818182	626.4	50.98430365532271	98.56115107913669	91.24087591240875	149.0	137	125
FL2014_3	bin_0039	355	5199893	6020	23712	87880	61.678269148999796	58.03744351194319	67.47720364741642	1.6547059667284234	0.32411259930675496	0.054956	0.504445	0.09815228479013063	5142	98.25	723.6666666666665	67.60414406593516	95.68345323741008	90.22556390977444	147.0	133	120
FL2014_3	bin_0040	552	1195330	1524	2322	3959	63.84764040055884	57.99731182795699	71.01782633697528	2.1207241878427716	0.10980932417909699	0.049511	0.4975310000000001	0.0324514109381712	1589	67.66666666666667	1430.0	132.07242719979243	51.798561151079134	100.0	72.0	72	72
FL2014_3	bin_0041	193	764490	3155	3982	5349	68.09153814961608	64.90526315789475	71.9878687620623	1.3234146446522355	0.16920083074729558	0.097774	0.246738	0.024161423466497318	864	152.42857142857142	918.0	88.42588065988764	22.302158273381295	100.0	31.0	31	31
FL2014_3	bin_0042	158	672623	1928	5142	23004	58.51361015011381	54.93827160493828	65.41019955654102	2.1511177124640866	0.5187443167108471	0.091483	1.28951	0.32268842057673125	697	123.33333333333331	848.0	123.95622460051133	39.568345323741006	96.36363636363636	57.0	55	53
FL2014_3	bin_0043	108	4247855	44197	181224	329015	60.846780316183114	56.60299003322259	65.42502387774593	1.6147699110678337	0.25858406399559314	0.05520800000000002	0.31416700000000003	0.09105341389361038	3680	148.25	677.0	106.48910346645336	98.56115107913669	94.16058394160584	145.0	137	129
FL2014_3	bin_0044	111	2387010	10369	32117	74469	73.43957503320055	69.70926603050032	77.95495873548748	1.6375461982549724	0.3841928049086514	0.29572600000000004	0.5323439999999999	0.04004731398051218	2355	179.43333333333337	618.8	66.9757938332767	94.96402877697841	100.0	132.0	132	132
FL2014_3	bin_0045	104	5131092	26365	87096	258789	60.581217409471506	57.48797406117946	63.874345549738216	1.2214837741302789	0.3292966858543951	0.073449	0.449308	0.07746099750197592	4246	182.66666666666663	1334.5	118.88754930142854	98.56115107913669	99.27007299270073	138.0	137	136
FL2014_3	bin_0046	62	5697470	52347	143795	647908	50.71156144744947	46.79614052449283	52.97121129820749	1.1798902205482462	1.1422059221972207	0.956458	1.36533	0.08027299750035806	5042	183.25	513.6666666666666	51.23820217801123	96.40287769784173	100.0	134.0	134	134
FL2014_3	bin_0047	74	4580336	31168	92321	180951	68.77257476307413	65.6651173085436	71.52185065995056	1.0485955284359947	1.3879166821311797	1.176306	3.664706	0.31375059946382394	3720	175.38709677419354	926.0	94.7521132907613	98.56115107913669	99.27007299270073	138.0	137	136
FL2014_3	bin_0048	73	3662868	23363	75639	194018	64.95868810997285	62.66489302738057	68.95781989909807	1.192623942937947	0.39218149439619443	0.29935900000000004	2.563103	0.2617869920482383	3271	179.83333333333337	475.0	60.341703537070764	98.56115107913669	99.27007299270073	138.0	137	136
FL2014_3	bin_0049	52	2650571	37532	117691	201311	66.26651389455328	62.35939643347051	69.632714880727	1.4780586386736798	0.4984983719907899	0.086097	0.96193	0.22488648057984248	2519	148.5	761.5	104.78725581331896	94.96402877697841	97.72727272727273	135.0	132	129
FL2014_3	bin_0050	52	1912063	17017	51957	199875	68.63246660805632	64.23551594103532	71.03050288540808	1.3734645192049608	0.22593708701962226	0.115816	0.25550100000000003	0.022512028265550828	1897	159.95454545454547	398.16666666666674	45.41325939201319	96.40287769784173	100.0	134.0	134	134
FL2014_3	bin_0051	81	3452913	22454	63834	141029	51.27140475303027	48.4184914841849	54.8803601042407	1.038451190157007	1.4418267580477704	1.153907	2.192467	0.1600966090891607	2796	180.3333333333333	534.8	72.40204088985192	94.96402877697841	97.72727272727273	135.0	132	129
FL2014_3	bin_0052	99	3135439	14668	48701	89426	66.41755747759723	62.300670210307366	69.80281690140845	1.262691727770731	0.2348595620689798	0.191179	1.512753	0.1301855319855171	2906	214.8333333333333	490.4	54.23222013466474	87.76978417266187	99.18032786885246	123.0	122	121
FL2014_3	bin_0053	86	2026402	11287	44506	124406	50.264853666745296	44.85452060144504	57.14285714285714	2.2160255976613477	0.9661382393759974	0.062364	3.238502	0.5248649403157639	1908	99.75	771.0	100.4084931121699	99.28057553956835	100.0	138.0	138	138
FL2014_3	bin_0054	62	3445379	29382	71409	131232	69.88139766336303	67.82191883956132	71.81398326398097	0.9923093309581419	0.4076843148271932	0.15845499999999998	0.470748	0.04971776059610853	3163	252.37254901960785	455.68421052631584	34.349319921632265	95.68345323741008	97.74436090225564	136.0	133	130
FL2014_3	bin_0055	56	3991271	41799	115132	230953	62.268360128891274	56.84663758427286	66.03835169318647	1.8944874905706246	2.1088775908749366	1.512081	3.3918980000000003	0.23738302294968605	3610	139.66666666666666	425.83333333333326	54.66781473873708	99.28057553956835	100.0	138.0	138	138
FL2014_3	bin_0056	71	3557495	34806	75878	152189	61.28480855208512	59.26940639269407	64.46862996158771	1.0837189290223637	0.2468780088818115	0.110312	0.8789879999999999	0.08350895065701287	2951	204.38461538461544	514.8	53.98001902785216	94.24460431654677	99.23664122137404	132.0	131	130
FL2014_3	bin_0057	78	1626180	14748	79957	206632	58.6755463724803	55.537072243346	66.14651061985262	2.5318115382976627	0.26096890499391207	0.074534	0.6878310000000001	0.12288757744846175	1605	83.0	560.0	82.80194145241285	72.66187050359713	100.0	101.0	101	101
FL2014_3	bin_0058	68	4027998	32039	80533	242223	68.17585311611377	65.74630501867793	71.6432474629196	1.108446336157859	0.432993134785072	0.144173	1.003382	0.1469030634768135	3392	249.6617647058824	1030.8	110.15364688073342	97.12230215827337	100.0	135.0	135	135
FL2014_3	bin_0059	287	3428427	5644	15825	39536	64.81050930937133	62.05069996216421	69.39514668598332	1.273847933867488	0.6587516654007799	0.128384	0.8907879999999999	0.12974893897998616	3336	121.42857142857143	687.4	81.31867944756739	76.2589928057554	98.11320754716981	108.0	106	104
FL2014_3	bin_0060	79	1827615	14398	25289	48913	69.74592570098187	67.42761142405378	71.68487255875537	0.9481973843341417	0.722616424283561	0.623746	0.95547	0.05891708666140614	1937	225.94871794871798	559.8181818181819	57.88102141405815	64.02877697841727	98.87640449438202	90.0	89	88
FL2014_3	bin_0061	74	548733	4768	7862	14376	70.17474801041675	67.05983272571306	73.78579003181336	1.4035412107616714	0.7237694410924804	0.510783	0.95574	0.07763381342867397	616	173.0	671.0	91.39445170034739	23.021582733812952	96.875	33.0	32	31
FL2014_3	bin_0062	59	604064	7244	11081	15769	71.93840387773483	69.29409596362966	75.40249677141627	1.3483407717139935	0.3917320214530249	0.28141900000000003	0.5112909999999999	0.04349294879000536	632	185.0	739.0	87.11154639669074	28.05755395683453	97.43589743589743	40.0	39	38
FL2014_3	bin_0063	58	3766371	29632	110111	248726	64.92191024198095	62.144053601340026	67.56868131868131	1.0121469544857251	1.6950560896645603	1.21225	2.337903	0.19699601781593468	3542	142.0	424.5957446808511	46.286825923296306	96.40287769784173	99.25373134328358	135.0	134	133
FL2014_3	bin_0064	158	3329178	9732	38918	108971	64.91644484013771	60.81081081081082	70.19635343618513	1.5481971974072033	0.511017034820307	0.380819	1.2332530000000002	0.09733194423694704	3219	139.0	1100.3333333333333	95.65075829973179	95.68345323741008	98.49624060150376	135.0	133	131
FL2014_3	bin_0065	174	1140924	3399	8312	18745	60.459504752288495	58.028402612211046	65.30201342281879	1.202947927476231	0.14946252572388696	0.094778	0.327773	0.025844400764937676	1144	103.33333333333331	1143.0	118.04288955718671	30.215827338129497	100.0	42.0	42	42
FL2014_3	bin_0066	73	346885	3025	4879	11646	65.58110036467417	62.85132382892058	69.1844718627746	1.3440367865863652	0.11582932793865403	0.084342	0.226033	0.017118440035462257	387	116.375	856.0	116.47586443037302	33.81294964028777	100.0	47.0	47	47
FL2014_3	bin_0067	69	598993	6987	8679	10941	70.4049963856005	67.08459812590735	74.04378157324994	1.5544367049957795	0.1577136692749331	0.109315	0.285431	0.03741796676940687	603	202.8181818181818	705.2	77.3177736098151	20.863309352517987	100.0	29.0	29	29
FL2014_3	bin_0068	158	843803	4223	5422	7191	70.75442964767842	67.46557878633351	74.05321421635269	1.2003173416037214	0.1592739487226284	0.119042	0.271998	0.018374920788463357	916	160.1	794.0	96.17025456028206	23.021582733812952	100.0	32.0	32	32
FL2014_3	bin_0069	42	3205205	38402	109234	372522	60.7225746871105	58.93877919033451	63.91599719631208	1.1979816194891788	1.8215365660524054	1.632601	2.101399	0.11226653652118618	2816	285.04545454545456	521.3870967741935	53.96528344381121	99.28057553956835	100.0	138.0	138	138
FL2014_3	bin_0070	50	3452008	39553	100977	173901	66.85343718786285	64.44516059727145	70.11800840607825	1.2527833652254667	0.9684046520787323	0.499428	1.219829	0.09984928975026844	3141	170.2	392.82142857142856	45.77672289476916	94.96402877697841	97.72727272727273	135.0	132	129
FL2014_3	bin_0071	120	3869180	9129	256446	492895	67.3137977555968	65.24111612042229	75.82272926722247	2.3365494868522902	0.8356353768943291	0.077277	2.6013580000000003	0.3523636927437705	3754	138.85714285714286	1216.0	137.8534507265863	97.84172661870504	94.11764705882352	144.0	136	128
FL2014_3	bin_0072	49	3563696	34271	153542	218312	62.602365633881234	60.792410714285715	64.9214867819519	0.9384704242595255	1.8601257990415008	1.539204	2.794091	0.252105467079285	3363	177.45454545454547	638.4285714285714	67.73667666652268	95.68345323741008	98.49624060150376	135.0	133	131
FL2014_3	bin_0073	263	759045	1823	3007	6310	64.37286326897616	60.55869637512471	71.03791174642635	1.7935333889398302	0.11305334149226991	0.073518	0.241746	0.020232232757559886	899	91.4	901.0	116.14844035245557	28.05755395683453	100.0	39.0	39	39
FL2014_3	bin_0074	46	3112183	29445	101607	361181	59.74047798603101	57.52871325676466	62.851405622489956	1.0228350088889746	2.009527119812684	1.841686	2.440977	0.1087855464095824	2434	214.25	1143.0	131.68210732283399	97.12230215827337	100.0	135.0	135	135
FL2014_3	bin_0075	70	3576926	29856	76242	229920	59.09003988340825	55.49378678875082	60.637199469000436	0.8583171154354138	0.546188486497624	0.469359	1.660679	0.14471320536680612	3171	207.3333333333333	541.0	58.386118753978515	97.84172661870504	98.52941176470588	138.0	136	134
FL2014_3	bin_0076	70	4303778	23941	119305	339717	63.628398119047965	61.79057717797326	67.14256012197657	1.3062920800320739	0.3309258123715956	0.094352	0.401994	0.07862268971987003	3718	204.0769230769231	777.0	88.54340844546424	87.76978417266187	99.18032786885246	123.0	122	121
FL2014_3	bin_0077	63	3079892	31995	113575	310269	64.64639019809788	62.38660544293874	67.68370968960048	1.183635994249804	0.5852847003041015	0.103834	0.71808	0.23787681604401814	2707	222.7142857142857	584.6666666666666	65.04859718340295	69.06474820143885	98.95833333333334	97.0	96	95
FL2014_3	bin_0078	34	3103256	34683	188110	491049	64.33935840291616	62.356197560764635	67.88261428738454	1.2205210996450564	2.6665540308134426	2.312843	2.919842	0.1727359494871088	2905	177.57575757575756	698.3125	84.32122684515787	97.12230215827337	99.25925925925925	136.0	135	134
FL2014_3	bin_0079	41	3671922	46525	258297	399878	58.86887030824729	56.90816051710208	61.4550095724314	1.1629317887261634	0.965222066076567	0.12851400000000002	2.061994	0.40517032352180105	3428	224.5	685.4	83.87584241199731	94.96402877697841	96.21212121212122	144.0	132	127
FL2014_3	bin_0080	39	3538479	42289	141106	380998	68.51898796064634	66.54201823281072	71.02382797365362	0.9918250847769535	0.8070230358857575	0.24231100000000005	0.932436	0.1049476420844912	2898	262.4074074074074	809.3125	83.6105431595468	92.08633093525181	100.0	128.0	128	128
FL2014_3	bin_0081	39	538761	9264	13377	29524	69.57166535810869	67.80893042575286	73.56584485868913	1.239000482507369	0.24789457754180425	0.196078	0.310185	0.024415136288647915	545	171.34782608695653	406.625	54.24753713924247	25.899280575539567	100.0	36.0	36	36
FL2014_3	bin_0082	24	1058595	24201	150133	310132	59.648024031853545	58.44256831815152	62.04334365325077	0.9444572533640258	0.8003939356429985	0.095677	1.002935	0.3405420224580178	1035	208.0833333333333	424.0	49.10943049928033	43.884892086330936	100.0	61.0	61	61
FL2014_3	bin_0083	28	1675194	31338	83370	176941	66.99086792335694	65.7108651852717	68.27323162274618	0.5973845129066084	2.0759570249009967	1.707907	2.493485	0.1814034511398659	1415	269.57777777777784	457.1176470588235	48.34070776395153	33.093525179856115	100.0	46.0	46	46
FL2014_3	bin_0084	59	2237541	19857	40944	121180	69.78169338573014	67.81613959464501	72.20168412405012	1.0559928584030984	0.24755397529162593	0.135408	0.28139400000000003	0.02676950993992473	2028	276.7647058823529	468.29411764705884	41.263502323337875	79.85611510791367	90.09009009009009	122.0	111	100
FL2014_3	bin_0085	22	298988	10231	13945	19872	69.84093007077209	67.26972552796313	71.9754482313035	1.1591508779108137	0.21454548296252698	0.134462	0.265618	0.043005719447297405	300	149.47619047619048	445.5	56.91321058093255	23.021582733812952	100.0	32.0	32	32
FL2014_3	bin_0086	24	2788677	53905	157542	467822	66.61474240293875	65.80836657081903	69.87140232700551	0.8431111900384098	0.7220823472933581	0.660097	0.813422	0.046112798718943956	2519	288.3333333333333	363.66666666666674	19.299888046662325	41.007194244604314	100.0	57.0	57	57
FL2014_3	bin_0087	27	1272683	24770	78397	147058	65.94116523910512	64.56790790682592	67.94427602136567	0.884404955946394	0.7413889870737647	0.634948	0.83672	0.054982252207163004	1099	253.93103448275863	405.57894736842087	39.816182160558924	54.67625899280576	100.0	76.0	76	76
FL2014_3	bin_0088	62	2240217	20553	51707	128950	56.00243190726613	53.81427411125227	58.905723905723896	0.8592900842872037	0.8374259870905365	0.70586	1.08109	0.07003373740350102	2152	122.66666666666669	480.0	59.05146358282784	64.74820143884892	100.0	90.0	90	90
FL2014_3	bin_0089	12	3315588	322748	556852	1284141	51.46194279868307	49.38933200398804	52.96283610207227	1.0091715095447726	0.8444275262731679	0.743913	1.143158	0.13370881929670791	2723	293.0	497.7647058823529	57.60711458130654	89.92805755395683	99.2	126.0	125	124
FL2014_3	bin_0090	15	5521251	356041	475170	1088158	58.95372262554265	56.928948913681744	61.1628388164701	0.9723461814345876	3.1792342463304064	2.828133	3.436738	0.20194746766608113	4730	287.5	532.6666666666666	52.67565386402819	96.40287769784173	96.26865671641791	139.0	134	129
FL2014_3	bin_0091	21	814442	15036	458942	458942	45.85360283482433	44.92266996701108	51.907196224931184	2.38036535528319	1.670873650181351	1.069149	2.266501	0.2583394953177845	719	217.875	2946.0	829.3459302899171	70.50359712230215	100.0	98.0	98	98
FL2014_3	bin_0092	15	1863350	55725	152872	440869	67.96490192395419	67.18874826556785	68.98007429922322	0.5721388092839844	2.044155673924384	1.824867	2.2616810000000003	0.13557922862613264	1498	304.4130434782609	446.2318840579709	38.382638572817925	33.093525179856115	100.0	46.0	46	46
FL2014_3	bin_0093	15	2080226	84201	176697	358079	70.67434019188299	69.685960591133	71.37088633151625	0.4186957180252323	0.4789596083925497	0.435655	0.5201899999999999	0.023834769999389733	2047	266.7564102564103	336.4814814814815	18.114969174531097	63.30935251798561	98.86363636363636	89.0	88	87
FL2014_3	bin_0094	23	820231	25252	36332	61864	71.65408281325628	69.74250066365808	73.45962761758835	0.8676113546094724	0.39989717915440903	0.360569	0.454856	0.025438610799784753	800	259.93939393939394	429.9523809523809	41.16665049121217	23.741007194244602	96.96969696969697	34.0	33	32
FL2014_3	bin_0095	12	442846	27656	38173	57465	66.83316547964756	66.06222454620153	69.23490965013457	1.1199185700275867	0.18433484729680294	0.168991	0.215702	0.011236502692119111	399	302.76923076923083	421.33333333333326	37.61137204875169	20.14388489208633	96.42857142857143	29.0	28	27
FL2014_3	bin_0096	6	2451088	219221	1508013	1508013	67.8801821884812	67.54358218397321	69.00013355295374	0.49006204557225386	1.8687942065829537	1.779137	1.965936	0.07707740525125806	2155	310.0	373.6481481481482	25.77660529698945	48.201438848920866	98.50746268656717	68.0	67	66
FL2014_3	bin_0097	2	941704	114070	827634	827634	67.86060163278482	67.80207193034602	68.28526343473305	0.3416679893638031	2.0450863998729965	2.041909	2.06814	0.01854811797730441	835	335.49732620320856	391.7471264367816	39.774615185548164	47.482014388489205	100.0	66.0	66	66
FL2014_3	bin_0098	2	862058	172109	689949	689949	61.135677645819655	60.78415422784399	61.223365785007296	0.31056947044567534	0.4890506565915519	0.435568	0.5023920000000001	0.04725170354600988	799	310.5176470588235	325.6073131955485	10.67000525111925	40.28776978417266	100.0	56.0	56	56
FL2014_3	bin_0099	4	1222850	219274	419177	497478	60.3065788935683	59.953290919340546	60.600414621985465	0.27236770318744274	0.47358510323015907	0.434107	0.513048	0.035149603606110046	1134	314.55388471177946	375.67605633802816	29.137483594811698	53.956834532374096	100.0	75.0	75	75
FL2014_3	bin_0100	5	249045	26970	56488	116799	61.28530988375595	60.86353479053759	62.53217879709806	0.6305908060521851	0.795316747250497	0.715765	0.938298	0.09192680884975829	253	279.9465648854962	380.8076923076923	41.26336694387573	41.726618705035975	100.0	58.0	58	58
FL2014_3	bin_0101	5	306146	31330	93140	120329	58.96500362572106	58.72855019591947	59.22267554219454	0.24888522421583942	0.33357968816185746	0.317345	0.361478	0.016571269619434725	297	264.5217391304348	348.78571428571433	37.45319724938994	34.53237410071942	100.0	48.0	48	48
